admin login=302
head_test	audit_finding/index	200	49638	
head_test	management_review/index	200	49638	
head_test	review_action/index	200	49638	
head_test	capa/index	200	35267	
head_test	nonconformity/index	200	35717	
head_test	complaint/index	200	35702	
head_test	equipment/index	200	36642	
head_test	calibration/index	200	35703	
head_test	reference_material/index	200	35535	
head_test	training_plan/index	200	35744	
head_test	training/index	200	35725	
head_test	training_record/index	200	35705	
head_test	competency_record/index	200	35751	
head_test	employee_certificate/index	200	35592	
head_test	supplier/index	200	49638	
head_test	supplier/qualified	200	49638	
head_test	planning/index	200	49638	
head_test	planning/elements	200	49638	
head_test	planning/objectives	200	49638	
head_test	planning/sources	200	49638	
head_test	planning/clauses	200	49638	
head_test	planning/structures	200	49638	
head_test	planning/traceability	200	49638	
head_test	planning/regulatory-candidates	200	49638	
head_test	planning/change-events	200	49638	
head_test	planning/responsibilities	200	64008	
head_test	user/index	200	49638	
head_test	employee/index	200	49638	
head_test	import/index	200	49638	
head_test	ai_settings/index	200	49638	
staff_test login=302
staff_test	dashboard/index	200	49451	
staff_test	calendar/index	200	36398	
staff_test	notification/index	200	35090	
staff_test	compliance/index	200	49632	
staff_test	document/index	200	57904	
staff_test	doc_template/index	200	49632	
staff_test	record_form_template/index	200	170843	
staff_test	record_form_instance/index	200	41010	
staff_test	record_form_instance/create	200	171037	
staff_test	record_form_instance/reviewDashboard	200	41148	
staff_test	audit_plan/index	200	49632	
staff_test	audit_finding/index	200	49632	
staff_test	management_review/index	200	49632	
staff_test	review_action/index	200	49632	
staff_test	capa/index	200	49632	
staff_test	nonconformity/index	200	49632	
staff_test	complaint/index	200	35696	
staff_test	equipment/index	200	49632	
staff_test	calibration/index	200	49632	
staff_test	reference_material/index	200	49632	
staff_test	training_plan/index	200	49632	
staff_test	training/index	200	49632	
staff_test	training_record/index	200	49632	
staff_test	competency_record/index	200	49632	
staff_test	employee_certificate/index	200	49632	
staff_test	supplier/index	200	49632	
staff_test	supplier/qualified	200	49632	
staff_test	planning/index	200	49632	
staff_test	planning/elements	200	49632	
staff_test	planning/objectives	200	49632	
staff_test	planning/sources	200	49632	
staff_test	planning/clauses	200	49632	
staff_test	planning/structures	200	49632	
staff_test	planning/traceability	200	49632	
staff_test	planning/regulatory-candidates	200	49632	
staff_test	planning/change-events	200	49632	
staff_test	planning/responsibilities	200	64002	
staff_test	user/index	200	49632	
staff_test	employee/index	200	49632	
staff_test	import/index	200	49632	
staff_test	ai_settings/index	200	49632	
